species_key,trait_id,trait_value,source_type,source_name,source_url,citation,access_date,confidence,method,notes
elephas_maximus,body_size_impression,cow_or_larger,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/asian-elephant,Asian elephant,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
elephas_maximus,body_form,elephant_like,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/asian-elephant,Asian elephant,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
elephas_maximus,body_covering,mostly_smooth_skin,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/asian-elephant,Asian elephant,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
elephas_maximus,primary_color,grey,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/asian-elephant,Asian elephant,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
elephas_maximus,snout_shape_simple,trunk_like,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/asian-elephant,Asian elephant,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
elephas_maximus,ear_size_impression,large,web_reference,Smithsonian National Zoo,https://nationalzoo.si.edu/animals/asian-elephant,Asian elephant,2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,body_form,dugong_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,body_covering,mostly_smooth_skin,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,movement_seen,swimming,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,observation_place,sea_or_coast,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,primary_color,grey,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,tail_shape,fluked,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
dugong_dugon,ear_size_impression,not_obvious,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Dugong_dugon/,Dugong dugon (dugong),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,body_form,gliding_mammal_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,movement_seen,gliding,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,observation_place,tree_or_bush,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,primary_color,mixed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,body_pattern,patched,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,ear_size_impression,small,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,snout_shape_simple,short_blunt,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
galeopterus_variegatus,gliding_membrane_visible,yes,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Galeopterus_variegates/,Galeopterus variegates (Sunda flying lemur),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
nycticebus_bengalensis,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Nycticebus_bengalensis/,Nycticebus bengalensis (Bengal slow loris),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
nycticebus_bengalensis,primary_color,mixed,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Nycticebus_bengalensis/,Nycticebus bengalensis (Bengal slow loris),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
nycticebus_bengalensis,body_pattern,dorsal_stripe,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Nycticebus_bengalensis/,Nycticebus bengalensis (Bengal slow loris),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
nycticebus_bengalensis,tail_impression,no_obvious_tail,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Nycticebus_bengalensis/,Nycticebus bengalensis (Bengal slow loris),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
nycticebus_bengalensis,ear_size_impression,small,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Nycticebus_bengalensis/,Nycticebus bengalensis (Bengal slow loris),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
nycticebus_bengalensis,snout_shape_simple,short_blunt,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Nycticebus_bengalensis/,Nycticebus bengalensis (Bengal slow loris),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
ratufa_bicolor,body_form,squirrel_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Ratufa_bicolor/,Ratufa bicolor (black giant squirrel),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
ratufa_bicolor,body_covering,fur_or_hair,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Ratufa_bicolor/,Ratufa bicolor (black giant squirrel),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
ratufa_bicolor,observation_place,tree_or_bush,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Ratufa_bicolor/,Ratufa bicolor (black giant squirrel),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
ratufa_bicolor,primary_color,black,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Ratufa_bicolor/,Ratufa bicolor (black giant squirrel),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
ratufa_bicolor,body_pattern,patched,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Ratufa_bicolor/,Ratufa bicolor (black giant squirrel),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
atherurus_macrourus,body_form,mouse_rat_like,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Atherurus_macrourus/,Atherurus macrourus (Asiatic brush-tailed porcupine),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
atherurus_macrourus,body_covering,spines_or_quills,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Atherurus_macrourus/,Atherurus macrourus (Asiatic brush-tailed porcupine),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
atherurus_macrourus,primary_color,dark_brown,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Atherurus_macrourus/,Atherurus macrourus (Asiatic brush-tailed porcupine),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
atherurus_macrourus,tail_shape,tufted_tip,web_reference,Animal Diversity Web,https://animaldiversity.org/accounts/Atherurus_macrourus/,Atherurus macrourus (Asiatic brush-tailed porcupine),2026-09-02,high,direct_curation_from_source_description,"Pilot Phase 2A: only clear, user-observable characteristics were encoded; sex/age-variable traits were omitted unless broadly consistent."
